song_stem,file_or_dir,type,ok,size_bytes,mtime
lyrics_139,sample01.json,file,OK,34,2025-09-22 11:08:54
lyrics_139,sample01.txt,file,OK,321,2025-09-22 11:08:53
lyrics_139,sample01_times.txt,file,OK,562,2025-09-22 11:08:54
lyrics_139,sample01_struct_time.json,file,OK,37,2025-09-22 11:08:55
lyrics_139,sample01_struct_label.json,file,OK,47,2025-09-22 11:08:55
lyrics_139,sample01.wav,file,OK,5261514,2025-09-22 11:09:09
lyrics_139,chord/chord_txt,dir,OK,1 files,
lyrics_139,chord/chord_btc_txt,dir,OK,1 files,
lyrics_14,sample01.mid,file,OK,1846,2025-09-22 11:10:04
lyrics_14,sample01.json,file,OK,34,2025-09-22 11:10:04
lyrics_14,sample01.txt,file,OK,341,2025-09-22 11:10:03
lyrics_14,sample01_times.txt,file,OK,582,2025-09-22 11:10:05
lyrics_14,sample01_struct_time.json,file,OK,39,2025-09-22 11:10:06
lyrics_14,sample01_struct_label.json,file,OK,47,2025-09-22 11:10:06
lyrics_14,sample01.wav,file,OK,5414168,2025-09-22 11:10:20
lyrics_14,chord/chord_txt,dir,OK,1 files,
lyrics_14,chord/chord_btc_txt,dir,OK,1 files,
lyrics_140,sample01.mid,file,OK,1726,2025-09-22 11:11:20
lyrics_140,sample01.json,file,OK,34,2025-09-22 11:11:20
lyrics_140,sample01.txt,file,OK,323,2025-09-22 11:11:18
lyrics_140,sample01_times.txt,file,OK,564,2025-09-22 11:11:20
lyrics_140,sample01_struct_time.json,file,OK,37,2025-09-22 11:11:21
lyrics_140,sample01_struct_label.json,file,OK,47,2025-09-22 11:11:21
lyrics_140,sample01.wav,file,OK,4905322,2025-09-22 11:11:38
lyrics_140,chord/chord_txt,dir,OK,1 files,
lyrics_140,chord/chord_btc_txt,dir,OK,1 files,
lyrics_141,sample01.mid,file,OK,1700,2025-09-22 11:12:33
lyrics_141,sample01.json,file,OK,34,2025-09-22 11:12:33
lyrics_141,sample01.txt,file,OK,319,2025-09-22 11:12:32
lyrics_141,sample01_times.txt,file,OK,560,2025-09-22 11:12:33
lyrics_141,sample01_struct_time.json,file,OK,39,2025-09-22 11:12:34
lyrics_141,sample01_struct_label.json,file,OK,47,2025-09-22 11:12:34
lyrics_141,sample01.wav,file,OK,5278476,2025-09-22 11:12:49
lyrics_141,chord/chord_txt,dir,OK,1 files,
lyrics_141,chord/chord_btc_txt,dir,OK,1 files,
lyrics_142,sample01.mid,file,OK,1748,2025-09-22 11:13:42
lyrics_142,sample01.json,file,OK,34,2025-09-22 11:13:42
lyrics_142,sample01.txt,file,OK,324,2025-09-22 11:13:41
lyrics_142,sample01_times.txt,file,OK,565,2025-09-22 11:13:43
lyrics_142,sample01_struct_time.json,file,OK,38,2025-09-22 11:13:44
lyrics_142,sample01_struct_label.json,file,OK,47,2025-09-22 11:13:44
lyrics_142,sample01.wav,file,OK,5604986,2025-09-22 11:13:59
lyrics_142,chord/chord_txt,dir,OK,1 files,
lyrics_142,chord/chord_btc_txt,dir,OK,1 files,
lyrics_143,sample01.mid,file,OK,1699,2025-09-22 11:15:02
lyrics_143,sample01.json,file,OK,34,2025-09-22 11:15:02
lyrics_143,sample01.txt,file,OK,320,2025-09-22 11:15:01
lyrics_143,sample01_times.txt,file,OK,561,2025-09-22 11:15:03
lyrics_143,sample01_struct_time.json,file,OK,39,2025-09-22 11:15:03
lyrics_143,sample01_struct_label.json,file,OK,47,2025-09-22 11:15:03
lyrics_143,sample01.wav,file,OK,4930764,2025-09-22 11:15:20
lyrics_143,chord/chord_txt,dir,OK,1 files,
lyrics_143,chord/chord_btc_txt,dir,OK,1 files,
lyrics_144,sample01.mid,file,OK,1717,2025-09-23 01:43:05
lyrics_144,sample01.json,file,OK,34,2025-09-23 01:43:05
lyrics_144,sample01.txt,file,OK,322,2025-09-23 01:43:04
lyrics_144,sample01_times.txt,file,OK,563,2025-09-23 01:43:05
lyrics_144,sample01_struct_time.json,file,OK,38,2025-09-23 01:43:06
lyrics_144,sample01_struct_label.json,file,OK,47,2025-09-23 01:43:06
lyrics_144,sample01.wav,file,OK,4833234,2025-09-23 01:43:21
lyrics_144,chord/chord_txt,dir,OK,1 files,
lyrics_144,chord/chord_btc_txt,dir,OK,1 files,
lyrics_145,sample01.mid,file,OK,1731,2025-09-22 11:17:32
lyrics_145,sample01.json,file,OK,34,2025-09-22 11:17:32
lyrics_145,sample01.txt,file,OK,322,2025-09-22 11:17:31
lyrics_145,sample01_times.txt,file,OK,563,2025-09-22 11:17:33
lyrics_145,sample01_struct_time.json,file,OK,39,2025-09-22 11:17:34
lyrics_145,sample01_struct_label.json,file,OK,47,2025-09-22 11:17:34
lyrics_145,sample01.wav,file,OK,5515936,2025-09-22 11:17:48
lyrics_145,chord/chord_txt,dir,OK,1 files,
lyrics_145,chord/chord_btc_txt,dir,OK,1 files,
lyrics_146,sample01.mid,file,OK,1782,2025-09-22 11:18:52
lyrics_146,sample01.json,file,OK,34,2025-09-22 11:18:52
lyrics_146,sample01.txt,file,OK,327,2025-09-22 11:18:51
lyrics_146,sample01_times.txt,file,OK,568,2025-09-22 11:18:53
lyrics_146,sample01_struct_time.json,file,OK,38,2025-09-22 11:18:53
lyrics_146,sample01_struct_label.json,file,OK,47,2025-09-22 11:18:53
lyrics_146,sample01.wav,file,OK,5630428,2025-09-22 11:19:08
lyrics_146,chord/chord_txt,dir,OK,1 files,
lyrics_146,chord/chord_btc_txt,dir,OK,1 files,
lyrics_147,sample01.mid,file,OK,1785,2025-09-22 11:20:15
lyrics_147,sample01.json,file,OK,34,2025-09-22 11:20:15
lyrics_147,sample01.txt,file,OK,328,2025-09-22 11:20:14
lyrics_147,sample01_times.txt,file,OK,569,2025-09-22 11:20:16
lyrics_147,sample01_struct_time.json,file,OK,39,2025-09-22 11:20:17
lyrics_147,sample01_struct_label.json,file,OK,47,2025-09-22 11:20:17
lyrics_147,sample01.wav,file,OK,5091898,2025-09-22 11:20:31
lyrics_147,chord/chord_txt,dir,OK,1 files,
lyrics_147,chord/chord_btc_txt,dir,OK,1 files,
lyrics_148,sample01.mid,file,OK,1780,2025-09-22 11:21:26
lyrics_148,sample01.json,file,OK,34,2025-09-22 11:21:26
lyrics_148,sample01.txt,file,OK,327,2025-09-22 11:21:25
lyrics_148,sample01_times.txt,file,OK,568,2025-09-22 11:21:27
lyrics_148,sample01_struct_time.json,file,OK,39,2025-09-22 11:21:28
lyrics_148,sample01_struct_label.json,file,OK,47,2025-09-22 11:21:28
lyrics_148,sample01.wav,file,OK,4803552,2025-09-22 11:21:42
lyrics_148,chord/chord_txt,dir,OK,1 files,
lyrics_148,chord/chord_btc_txt,dir,OK,1 files,
lyrics_149,sample01.mid,file,OK,1766,2025-09-22 11:22:30
lyrics_149,sample01.json,file,OK,34,2025-09-22 11:22:30
lyrics_149,sample01.txt,file,OK,326,2025-09-22 11:22:29
lyrics_149,sample01_times.txt,file,OK,567,2025-09-22 11:22:31
lyrics_149,sample01_struct_time.json,file,OK,39,2025-09-22 11:22:32
lyrics_149,sample01_struct_label.json,file,OK,47,2025-09-22 11:22:32
lyrics_149,sample01.wav,file,OK,4735706,2025-09-22 11:22:45
lyrics_149,chord/chord_txt,dir,OK,1 files,
lyrics_149,chord/chord_btc_txt,dir,OK,1 files,
lyrics_15,sample01.mid,file,OK,1853,2025-09-22 11:23:34
lyrics_15,sample01.json,file,OK,34,2025-09-22 11:23:34
lyrics_15,sample01.txt,file,OK,335,2025-09-22 11:23:33
lyrics_15,sample01_times.txt,file,OK,576,2025-09-22 11:23:35
lyrics_15,sample01_struct_time.json,file,OK,39,2025-09-22 11:23:35
lyrics_15,sample01_struct_label.json,file,OK,47,2025-09-22 11:23:35
lyrics_15,sample01.wav,file,OK,6271528,2025-09-22 11:23:50
lyrics_15,chord/chord_txt,dir,OK,1 files,
lyrics_15,chord/chord_btc_txt,dir,OK,1 files,
lyrics_150,sample01.mid,file,OK,1762,2025-09-22 11:24:38
lyrics_150,sample01.json,file,OK,34,2025-09-22 11:24:38
lyrics_150,sample01.txt,file,OK,326,2025-09-22 11:24:37
lyrics_150,sample01_times.txt,file,OK,567,2025-09-22 11:24:38
lyrics_150,sample01_struct_time.json,file,OK,39,2025-09-22 11:24:39
lyrics_150,sample01_struct_label.json,file,OK,47,2025-09-22 11:24:39
lyrics_150,sample01.wav,file,OK,5041014,2025-09-22 11:24:53
lyrics_150,chord/chord_txt,dir,OK,1 files,
lyrics_150,chord/chord_btc_txt,dir,OK,1 files,
lyrics_151,sample01.mid,file,OK,1785,2025-09-22 11:25:49
lyrics_151,sample01.json,file,OK,34,2025-09-22 11:25:49
lyrics_151,sample01.txt,file,OK,327,2025-09-22 11:25:48
lyrics_151,sample01_times.txt,file,OK,568,2025-09-22 11:25:50
lyrics_151,sample01_struct_time.json,file,OK,39,2025-09-22 11:25:51
lyrics_151,sample01_struct_label.json,file,OK,47,2025-09-22 11:25:51
lyrics_151,sample01.wav,file,OK,5134302,2025-09-22 11:26:05
lyrics_151,chord/chord_txt,dir,OK,1 files,
lyrics_151,chord/chord_btc_txt,dir,OK,1 files,
lyrics_152,sample01.mid,file,OK,1719,2025-09-22 11:26:53
lyrics_152,sample01.json,file,OK,34,2025-09-22 11:26:53
lyrics_152,sample01.txt,file,OK,322,2025-09-22 11:26:52
lyrics_152,sample01_times.txt,file,OK,563,2025-09-22 11:26:54
lyrics_152,sample01_struct_time.json,file,OK,39,2025-09-22 11:26:55
lyrics_152,sample01_struct_label.json,file,OK,47,2025-09-22 11:26:55
lyrics_152,sample01.wav,file,OK,5498976,2025-09-22 11:27:09
lyrics_152,chord/chord_txt,dir,OK,1 files,
lyrics_152,chord/chord_btc_txt,dir,OK,1 files,
lyrics_153,sample01.mid,file,OK,1718,2025-09-22 11:28:05
lyrics_153,sample01.json,file,OK,34,2025-09-22 11:28:05
lyrics_153,sample01.txt,file,OK,323,2025-09-22 11:28:04
lyrics_153,sample01_times.txt,file,OK,564,2025-09-22 11:28:06
lyrics_153,sample01_struct_time.json,file,OK,39,2025-09-22 11:28:06
lyrics_153,sample01_struct_label.json,file,OK,47,2025-09-22 11:28:06
lyrics_153,sample01.wav,file,OK,4430398,2025-09-22 11:28:20
lyrics_153,chord/chord_txt,dir,OK,1 files,
lyrics_153,chord/chord_btc_txt,dir,OK,1 files,
lyrics_154,sample01.mid,file,OK,1736,2025-09-22 11:29:13
lyrics_154,sample01.json,file,OK,34,2025-09-22 11:29:13
lyrics_154,sample01.txt,file,OK,324,2025-09-22 11:29:12
lyrics_154,sample01_times.txt,file,OK,565,2025-09-22 11:29:14
lyrics_154,sample01_struct_time.json,file,OK,37,2025-09-22 11:29:14
lyrics_154,sample01_struct_label.json,file,OK,47,2025-09-22 11:29:14
lyrics_154,sample01.wav,file,OK,5202148,2025-09-22 11:29:28
lyrics_154,chord/chord_txt,dir,OK,1 files,
lyrics_154,chord/chord_btc_txt,dir,OK,1 files,
lyrics_155,sample01.mid,file,OK,1674,2025-09-22 11:30:18
lyrics_155,sample01.json,file,OK,34,2025-09-22 11:30:18
lyrics_155,sample01.txt,file,OK,319,2025-09-22 11:30:17
lyrics_155,sample01_times.txt,file,OK,560,2025-09-22 11:30:19
lyrics_155,sample01_struct_time.json,file,OK,39,2025-09-22 11:30:19
lyrics_155,sample01_struct_label.json,file,OK,47,2025-09-22 11:30:19
lyrics_155,sample01.wav,file,OK,4888360,2025-09-22 11:30:33
lyrics_155,chord/chord_txt,dir,OK,1 files,
lyrics_155,chord/chord_btc_txt,dir,OK,1 files,
lyrics_156,sample01.mid,file,OK,1705,2025-09-22 11:31:25
lyrics_156,sample01.json,file,OK,34,2025-09-22 11:31:25
lyrics_156,sample01.txt,file,OK,319,2025-09-22 11:31:24
lyrics_156,sample01_times.txt,file,OK,560,2025-09-22 11:31:26
lyrics_156,sample01_struct_time.json,file,OK,39,2025-09-22 11:31:26
lyrics_156,sample01_struct_label.json,file,OK,47,2025-09-22 11:31:26
lyrics_156,sample01.wav,file,OK,4786590,2025-09-22 11:31:41
lyrics_156,chord/chord_txt,dir,OK,1 files,
lyrics_156,chord/chord_btc_txt,dir,OK,1 files,
lyrics_157,sample01.mid,file,OK,1795,2025-09-22 11:32:30
lyrics_157,sample01.json,file,OK,34,2025-09-22 11:32:30
lyrics_157,sample01.txt,file,OK,328,2025-09-22 11:32:29
lyrics_157,sample01_times.txt,file,OK,569,2025-09-22 11:32:31
lyrics_157,sample01_struct_time.json,file,OK,35,2025-09-22 11:32:31
lyrics_157,sample01_struct_label.json,file,OK,47,2025-09-22 11:32:31
lyrics_157,sample01.wav,file,OK,5498976,2025-09-22 11:32:46
lyrics_157,chord/chord_txt,dir,OK,1 files,
lyrics_157,chord/chord_btc_txt,dir,OK,1 files,
lyrics_158,sample01.mid,file,OK,1776,2025-09-22 11:33:36
lyrics_158,sample01.json,file,OK,34,2025-09-22 11:33:36
lyrics_158,sample01.txt,file,OK,327,2025-09-22 11:33:35
lyrics_158,sample01_times.txt,file,OK,568,2025-09-22 11:33:37
lyrics_158,sample01_struct_time.json,file,OK,39,2025-09-22 11:33:38
lyrics_158,sample01_struct_label.json,file,OK,47,2025-09-22 11:33:38
lyrics_158,sample01.wav,file,OK,5210630,2025-09-22 11:33:52
lyrics_158,chord/chord_txt,dir,OK,1 files,
lyrics_158,chord/chord_btc_txt,dir,OK,1 files,
lyrics_159,sample01.mid,file,OK,1729,2025-09-22 11:34:42
lyrics_159,sample01.json,file,OK,34,2025-09-22 11:34:42
lyrics_159,sample01.txt,file,OK,323,2025-09-22 11:34:41
lyrics_159,sample01_times.txt,file,OK,564,2025-09-22 11:34:43
lyrics_159,sample01_struct_time.json,file,OK,39,2025-09-22 11:34:44
lyrics_159,sample01_struct_label.json,file,OK,47,2025-09-22 11:34:44
lyrics_159,sample01.wav,file,OK,5465052,2025-09-22 11:34:57
lyrics_159,chord/chord_txt,dir,OK,1 files,
lyrics_159,chord/chord_btc_txt,dir,OK,1 files,
lyrics_16,sample01.mid,file,OK,1867,2025-09-22 11:35:46
lyrics_16,sample01.json,file,OK,34,2025-09-22 11:35:46
lyrics_16,sample01.txt,file,OK,338,2025-09-22 11:35:45
lyrics_16,sample01_times.txt,file,OK,579,2025-09-22 11:35:46
lyrics_16,sample01_struct_time.json,file,OK,39,2025-09-22 11:35:47
lyrics_16,sample01_struct_label.json,file,OK,47,2025-09-22 11:35:47
lyrics_16,sample01.wav,file,OK,5923370,2025-09-22 11:36:02
lyrics_16,chord/chord_txt,dir,OK,1 files,
lyrics_16,chord/chord_btc_txt,dir,OK,1 files,
lyrics_160,sample01.mid,file,OK,1792,2025-09-22 11:36:58
lyrics_160,sample01.json,file,OK,34,2025-09-22 11:36:58
lyrics_160,sample01.txt,file,OK,327,2025-09-22 11:36:57
lyrics_160,sample01_times.txt,file,OK,568,2025-09-22 11:36:59
lyrics_160,sample01_struct_time.json,file,OK,39,2025-09-22 11:36:59
lyrics_160,sample01_struct_label.json,file,OK,47,2025-09-22 11:36:59
lyrics_160,sample01.wav,file,OK,5566822,2025-09-22 11:37:13
lyrics_160,chord/chord_txt,dir,OK,1 files,
lyrics_160,chord/chord_btc_txt,dir,OK,1 files,
lyrics_161,sample01.mid,file,OK,1788,2025-09-22 11:38:05
lyrics_161,sample01.json,file,OK,34,2025-09-22 11:38:05
lyrics_161,sample01.txt,file,OK,328,2025-09-22 11:38:04
lyrics_161,sample01_times.txt,file,OK,569,2025-09-22 11:38:06
lyrics_161,sample01_struct_time.json,file,OK,39,2025-09-22 11:38:06
lyrics_161,sample01_struct_label.json,file,OK,47,2025-09-22 11:38:06
lyrics_161,sample01.wav,file,OK,5142782,2025-09-22 11:38:20
lyrics_161,chord/chord_txt,dir,OK,1 files,
lyrics_161,chord/chord_btc_txt,dir,OK,1 files,
lyrics_162,sample01.mid,file,OK,1743,2025-09-22 11:39:12
lyrics_162,sample01.json,file,OK,34,2025-09-22 11:39:12
lyrics_162,sample01.txt,file,OK,324,2025-09-22 11:39:12
lyrics_162,sample01_times.txt,file,OK,565,2025-09-22 11:39:13
lyrics_162,sample01_struct_time.json,file,OK,39,2025-09-22 11:39:14
lyrics_162,sample01_struct_label.json,file,OK,47,2025-09-22 11:39:14
lyrics_162,sample01.wav,file,OK,5414168,2025-09-22 11:39:28
lyrics_162,chord/chord_txt,dir,OK,1 files,
lyrics_162,chord/chord_btc_txt,dir,OK,1 files,
lyrics_163,sample01.mid,file,OK,1683,2025-09-22 11:40:17
lyrics_163,sample01.json,file,OK,34,2025-09-22 11:40:17
lyrics_163,sample01.txt,file,OK,319,2025-09-22 11:40:16
lyrics_163,sample01_times.txt,file,OK,560,2025-09-22 11:40:18
lyrics_163,sample01_struct_time.json,file,OK,39,2025-09-22 11:40:18
lyrics_163,sample01_struct_label.json,file,OK,47,2025-09-22 11:40:18
lyrics_163,sample01.wav,file,OK,4701782,2025-09-22 11:40:32
lyrics_163,chord/chord_txt,dir,OK,1 files,
lyrics_163,chord/chord_btc_txt,dir,OK,1 files,
lyrics_164,sample01.mid,file,OK,1717,2025-09-22 11:41:22
lyrics_164,sample01.json,file,OK,34,2025-09-22 11:41:22
lyrics_164,sample01.txt,file,OK,322,2025-09-22 11:41:21
lyrics_164,sample01_times.txt,file,OK,563,2025-09-22 11:41:23
lyrics_164,sample01_struct_time.json,file,OK,37,2025-09-22 11:41:24
lyrics_164,sample01_struct_label.json,file,OK,47,2025-09-22 11:41:24
lyrics_164,sample01.wav,file,OK,4905322,2025-09-22 11:41:38
lyrics_164,chord/chord_txt,dir,OK,1 files,
lyrics_164,chord/chord_btc_txt,dir,OK,1 files,
lyrics_165,sample01.mid,file,OK,1763,2025-09-22 11:42:35
lyrics_165,sample01.json,file,OK,34,2025-09-22 11:42:35
lyrics_165,sample01.txt,file,OK,327,2025-09-22 11:42:34
lyrics_165,sample01_times.txt,file,OK,568,2025-09-22 11:42:35
lyrics_165,sample01_struct_time.json,file,OK,39,2025-09-22 11:42:36
lyrics_165,sample01_struct_label.json,file,OK,47,2025-09-22 11:42:36
lyrics_165,sample01.wav,file,OK,4854436,2025-09-22 11:42:50
lyrics_165,chord/chord_txt,dir,OK,1 files,
lyrics_165,chord/chord_btc_txt,dir,OK,1 files,
lyrics_166,sample01.mid,file,OK,1768,2025-09-22 11:43:47
lyrics_166,sample01.json,file,OK,34,2025-09-22 11:43:47
lyrics_166,sample01.txt,file,OK,326,2025-09-22 11:43:46
lyrics_166,sample01_times.txt,file,OK,567,2025-09-22 11:43:48
lyrics_166,sample01_struct_time.json,file,OK,39,2025-09-22 11:43:48
lyrics_166,sample01_struct_label.json,file,OK,47,2025-09-22 11:43:48
lyrics_166,sample01.wav,file,OK,5685552,2025-09-22 11:44:03
lyrics_166,chord/chord_txt,dir,OK,1 files,
lyrics_166,chord/chord_btc_txt,dir,OK,1 files,
lyrics_167,sample01.mid,file,OK,1743,2025-09-22 11:44:52
lyrics_167,sample01.json,file,OK,34,2025-09-22 11:44:52
lyrics_167,sample01.txt,file,OK,324,2025-09-22 11:44:51
lyrics_167,sample01_times.txt,file,OK,565,2025-09-22 11:44:52
lyrics_167,sample01_struct_time.json,file,OK,39,2025-09-22 11:44:53
lyrics_167,sample01_struct_label.json,file,OK,47,2025-09-22 11:44:53
lyrics_167,sample01.wav,file,OK,5465052,2025-09-22 11:45:08
lyrics_167,chord/chord_txt,dir,OK,1 files,
lyrics_167,chord/chord_btc_txt,dir,OK,1 files,
lyrics_168,sample01.mid,file,OK,1751,2025-09-22 11:46:11
lyrics_168,sample01.json,file,OK,34,2025-09-22 11:46:11
lyrics_168,sample01.txt,file,OK,326,2025-09-22 11:46:10
lyrics_168,sample01_times.txt,file,OK,567,2025-09-22 11:46:12
lyrics_168,sample01_struct_time.json,file,OK,39,2025-09-22 11:46:13
lyrics_168,sample01_struct_label.json,file,OK,47,2025-09-22 11:46:13
lyrics_168,sample01.wav,file,OK,4973168,2025-09-22 11:46:27
lyrics_168,chord/chord_txt,dir,OK,1 files,
lyrics_168,chord/chord_btc_txt,dir,OK,1 files,
lyrics_169,sample01.mid,file,OK,1751,2025-09-22 11:47:22
lyrics_169,sample01.json,file,OK,34,2025-09-22 11:47:22
lyrics_169,sample01.txt,file,OK,323,2025-09-22 11:47:20
lyrics_169,sample01_times.txt,file,OK,564,2025-09-22 11:47:22
lyrics_169,sample01_struct_time.json,file,OK,39,2025-09-22 11:47:23
lyrics_169,sample01_struct_label.json,file,OK,47,2025-09-22 11:47:23
lyrics_169,sample01.wav,file,OK,5532898,2025-09-22 11:47:37
lyrics_169,chord/chord_txt,dir,OK,1 files,
lyrics_169,chord/chord_btc_txt,dir,OK,1 files,
lyrics_17,sample01.mid,file,OK,1826,2025-09-22 11:48:27
lyrics_17,sample01.json,file,OK,35,2025-09-22 11:48:27
lyrics_17,sample01.txt,file,OK,338,2025-09-22 11:48:26
lyrics_17,sample01_times.txt,file,OK,579,2025-09-22 11:48:28
lyrics_17,sample01_struct_time.json,file,OK,36,2025-09-22 11:48:28
lyrics_17,sample01_struct_label.json,file,OK,47,2025-09-22 11:48:28
lyrics_17,sample01.wav,file,OK,4263038,2025-09-22 11:48:42
lyrics_17,chord/chord_txt,dir,OK,1 files,
lyrics_17,chord/chord_btc_txt,dir,OK,1 files,
lyrics_170,sample01.mid,file,OK,1711,2025-09-22 11:49:39
lyrics_170,sample01.json,file,OK,34,2025-09-22 11:49:39
lyrics_170,sample01.txt,file,OK,321,2025-09-22 11:49:38
lyrics_170,sample01_times.txt,file,OK,562,2025-09-22 11:49:39
lyrics_170,sample01_struct_time.json,file,OK,39,2025-09-22 11:49:40
lyrics_170,sample01_struct_label.json,file,OK,47,2025-09-22 11:49:40
lyrics_170,sample01.wav,file,OK,5032532,2025-09-22 11:49:54
lyrics_170,chord/chord_txt,dir,OK,1 files,
lyrics_170,chord/chord_btc_txt,dir,OK,1 files,
lyrics_171,sample01.mid,file,OK,1719,2025-09-22 11:50:44
lyrics_171,sample01.json,file,OK,34,2025-09-22 11:50:44
lyrics_171,sample01.txt,file,OK,320,2025-09-22 11:50:43
lyrics_171,sample01_times.txt,file,OK,561,2025-09-22 11:50:44
lyrics_171,sample01_struct_time.json,file,OK,39,2025-09-22 11:50:45
lyrics_171,sample01_struct_label.json,file,OK,47,2025-09-22 11:50:45
lyrics_171,sample01.wav,file,OK,4684822,2025-09-22 11:51:00
lyrics_171,chord/chord_txt,dir,OK,1 files,
lyrics_171,chord/chord_btc_txt,dir,OK,1 files,
lyrics_172,sample01.mid,file,OK,1741,2025-09-22 11:51:55
lyrics_172,sample01.json,file,OK,34,2025-09-22 11:51:55
lyrics_172,sample01.txt,file,OK,325,2025-09-22 11:51:54
lyrics_172,sample01_times.txt,file,OK,566,2025-09-22 11:51:55
lyrics_172,sample01_struct_time.json,file,OK,39,2025-09-22 11:51:56
lyrics_172,sample01_struct_label.json,file,OK,47,2025-09-22 11:51:56
lyrics_172,sample01.wav,file,OK,4854436,2025-09-22 11:52:10
lyrics_172,chord/chord_txt,dir,OK,1 files,
lyrics_172,chord/chord_btc_txt,dir,OK,1 files,
lyrics_173,sample01.mid,file,OK,1757,2025-09-22 11:53:02
lyrics_173,sample01.json,file,OK,34,2025-09-22 11:53:02
lyrics_173,sample01.txt,file,OK,324,2025-09-22 11:53:01
lyrics_173,sample01_times.txt,file,OK,565,2025-09-22 11:53:03
lyrics_173,sample01_struct_time.json,file,OK,39,2025-09-22 11:53:04
lyrics_173,sample01_struct_label.json,file,OK,47,2025-09-22 11:53:04
lyrics_173,sample01.wav,file,OK,6109590,2025-09-22 11:53:18
lyrics_173,chord/chord_txt,dir,OK,1 files,
lyrics_173,chord/chord_btc_txt,dir,OK,1 files,
lyrics_174,sample01.mid,file,OK,1785,2025-09-22 11:54:12
lyrics_174,sample01.json,file,OK,34,2025-09-22 11:54:12
lyrics_174,sample01.txt,file,OK,327,2025-09-22 11:54:12
lyrics_174,sample01_times.txt,file,OK,568,2025-09-22 11:54:13
lyrics_174,sample01_struct_time.json,file,OK,39,2025-09-22 11:54:14
lyrics_174,sample01_struct_label.json,file,OK,47,2025-09-22 11:54:14
lyrics_174,sample01.wav,file,OK,5651630,2025-09-22 11:54:28
lyrics_174,chord/chord_txt,dir,OK,1 files,
lyrics_174,chord/chord_btc_txt,dir,OK,1 files,
lyrics_175,sample01.mid,file,OK,1763,2025-09-22 11:55:25
lyrics_175,sample01.json,file,OK,34,2025-09-22 11:55:25
lyrics_175,sample01.txt,file,OK,326,2025-09-22 11:55:24
lyrics_175,sample01_times.txt,file,OK,567,2025-09-22 11:55:26
lyrics_175,sample01_struct_time.json,file,OK,39,2025-09-22 11:55:26
lyrics_175,sample01_struct_label.json,file,OK,47,2025-09-22 11:55:26
lyrics_175,sample01.wav,file,OK,5074936,2025-09-22 11:55:41
lyrics_175,chord/chord_txt,dir,OK,1 files,
lyrics_175,chord/chord_btc_txt,dir,OK,1 files,
lyrics_176,sample01.mid,file,OK,1683,2025-09-22 11:56:38
lyrics_176,sample01.json,file,OK,34,2025-09-22 11:56:38
lyrics_176,sample01.txt,file,OK,319,2025-09-22 11:56:37
lyrics_176,sample01_times.txt,file,OK,560,2025-09-22 11:56:38
lyrics_176,sample01_struct_time.json,file,OK,39,2025-09-22 11:56:39
lyrics_176,sample01_struct_label.json,file,OK,47,2025-09-22 11:56:39
lyrics_176,sample01.wav,file,OK,4837476,2025-09-22 11:56:54
lyrics_176,chord/chord_txt,dir,OK,1 files,
lyrics_176,chord/chord_btc_txt,dir,OK,1 files,
lyrics_177,sample01.mid,file,OK,1730,2025-09-22 11:57:44
lyrics_177,sample01.json,file,OK,34,2025-09-22 11:57:44
lyrics_177,sample01.txt,file,OK,323,2025-09-22 11:57:43
lyrics_177,sample01_times.txt,file,OK,564,2025-09-22 11:57:45
lyrics_177,sample01_struct_time.json,file,OK,37,2025-09-22 11:57:45
lyrics_177,sample01_struct_label.json,file,OK,47,2025-09-22 11:57:45
lyrics_177,sample01.wav,file,OK,5159744,2025-09-22 11:58:00
lyrics_177,chord/chord_txt,dir,OK,1 files,
lyrics_177,chord/chord_btc_txt,dir,OK,1 files,
lyrics_178,sample01.mid,file,OK,1742,2025-09-22 11:58:49
lyrics_178,sample01.json,file,OK,34,2025-09-22 11:58:49
lyrics_178,sample01.txt,file,OK,323,2025-09-22 11:58:48
lyrics_178,sample01_times.txt,file,OK,564,2025-09-22 11:58:49
lyrics_178,sample01_struct_time.json,file,OK,39,2025-09-22 11:58:50
lyrics_178,sample01_struct_label.json,file,OK,47,2025-09-22 11:58:50
lyrics_178,sample01.wav,file,OK,5583784,2025-09-22 11:59:05
lyrics_178,chord/chord_txt,dir,OK,1 files,
lyrics_178,chord/chord_btc_txt,dir,OK,1 files,
lyrics_179,sample01.mid,file,OK,1777,2025-09-23 01:44:30
lyrics_179,sample01.json,file,OK,34,2025-09-23 01:44:30
lyrics_179,sample01.txt,file,OK,327,2025-09-23 01:44:29
lyrics_179,sample01_times.txt,file,OK,568,2025-09-23 01:44:30
lyrics_179,sample01_struct_time.json,file,OK,39,2025-09-23 01:44:31
lyrics_179,sample01_struct_label.json,file,OK,47,2025-09-23 01:44:31
lyrics_179,sample01.wav,file,OK,4684822,2025-09-23 01:44:45
lyrics_179,chord/chord_txt,dir,OK,1 files,
lyrics_179,chord/chord_btc_txt,dir,OK,1 files,
lyrics_18,sample01.mid,file,OK,1825,2025-09-22 12:01:03
lyrics_18,sample01.json,file,OK,35,2025-09-22 12:01:03
lyrics_18,sample01.txt,file,OK,334,2025-09-22 12:01:01
lyrics_18,sample01_times.txt,file,OK,575,2025-09-22 12:01:04
lyrics_18,sample01_struct_time.json,file,OK,36,2025-09-22 12:01:04
