song_stem,file_or_dir,type,ok,size_bytes,mtime
lyrics_18,sample01_struct_label.json,file,OK,47,2025-09-22 12:01:04
lyrics_18,sample01.wav,file,OK,4537438,2025-09-22 12:01:26
lyrics_18,chord/chord_txt,dir,OK,1 files,
lyrics_18,chord/chord_btc_txt,dir,OK,1 files,
lyrics_180,sample01.mid,file,OK,1741,2025-09-22 12:02:29
lyrics_180,sample01.json,file,OK,34,2025-09-22 12:02:29
lyrics_180,sample01.txt,file,OK,324,2025-09-22 12:02:28
lyrics_180,sample01_times.txt,file,OK,565,2025-09-22 12:02:30
lyrics_180,sample01_struct_time.json,file,OK,39,2025-09-22 12:02:30
lyrics_180,sample01_struct_label.json,file,OK,47,2025-09-22 12:02:30
lyrics_180,sample01.wav,file,OK,5346322,2025-09-22 12:02:46
lyrics_180,chord/chord_txt,dir,OK,1 files,
lyrics_180,chord/chord_btc_txt,dir,OK,1 files,
lyrics_181,sample01.mid,file,OK,1758,2025-09-22 12:03:37
lyrics_181,sample01.json,file,OK,34,2025-09-22 12:03:37
lyrics_181,sample01.txt,file,OK,325,2025-09-22 12:03:36
lyrics_181,sample01_times.txt,file,OK,566,2025-09-22 12:03:39
lyrics_181,sample01_struct_time.json,file,OK,39,2025-09-22 12:03:40
lyrics_181,sample01_struct_label.json,file,OK,47,2025-09-22 12:03:40
lyrics_181,sample01.wav,file,OK,6177438,2025-09-22 12:03:54
lyrics_181,chord/chord_txt,dir,OK,1 files,
lyrics_181,chord/chord_btc_txt,dir,OK,1 files,
lyrics_182,sample01.mid,file,OK,1728,2025-09-22 12:04:53
lyrics_182,sample01.json,file,OK,34,2025-09-22 12:04:53
lyrics_182,sample01.txt,file,OK,323,2025-09-22 12:04:52
lyrics_182,sample01_times.txt,file,OK,564,2025-09-22 12:04:54
lyrics_182,sample01_struct_time.json,file,OK,35,2025-09-22 12:04:55
lyrics_182,sample01_struct_label.json,file,OK,47,2025-09-22 12:04:55
lyrics_182,sample01.wav,file,OK,5482014,2025-09-22 12:05:10
lyrics_182,chord/chord_txt,dir,OK,1 files,
lyrics_182,chord/chord_btc_txt,dir,OK,1 files,
lyrics_183,sample01.mid,file,OK,1714,2025-09-22 12:06:00
lyrics_183,sample01.json,file,OK,34,2025-09-22 12:06:00
lyrics_183,sample01.txt,file,OK,321,2025-09-22 12:05:59
lyrics_183,sample01_times.txt,file,OK,562,2025-09-22 12:06:01
lyrics_183,sample01_struct_time.json,file,OK,39,2025-09-22 12:06:01
lyrics_183,sample01_struct_label.json,file,OK,47,2025-09-22 12:06:01
lyrics_183,sample01.wav,file,OK,5244552,2025-09-22 12:06:16
lyrics_183,chord/chord_txt,dir,OK,1 files,
lyrics_183,chord/chord_btc_txt,dir,OK,1 files,
lyrics_184,sample01.mid,file,OK,1696,2025-09-22 12:07:10
lyrics_184,sample01.json,file,OK,34,2025-09-22 12:07:10
lyrics_184,sample01.txt,file,OK,321,2025-09-22 12:07:09
lyrics_184,sample01_times.txt,file,OK,562,2025-09-22 12:07:11
lyrics_184,sample01_struct_time.json,file,OK,37,2025-09-22 12:07:11
lyrics_184,sample01_struct_label.json,file,OK,47,2025-09-22 12:07:11
lyrics_184,sample01.wav,file,OK,4786590,2025-09-22 12:07:25
lyrics_184,chord/chord_txt,dir,OK,1 files,
lyrics_184,chord/chord_btc_txt,dir,OK,1 files,
lyrics_185,sample01.mid,file,OK,1730,2025-09-23 01:49:16
lyrics_185,sample01.json,file,OK,34,2025-09-23 01:49:16
lyrics_185,sample01.txt,file,OK,323,2025-09-23 01:49:15
lyrics_185,sample01_times.txt,file,OK,564,2025-09-23 01:49:16
lyrics_185,sample01_struct_time.json,file,OK,39,2025-09-23 01:49:17
lyrics_185,sample01_struct_label.json,file,OK,47,2025-09-23 01:49:17
lyrics_185,sample01.wav,file,OK,4820514,2025-09-23 01:49:32
lyrics_185,chord/chord_txt,dir,OK,1 files,
lyrics_185,chord/chord_btc_txt,dir,OK,1 files,
lyrics_186,sample01.mid,file,OK,1753,2025-09-22 12:09:22
lyrics_186,sample01.json,file,OK,34,2025-09-22 12:09:22
lyrics_186,sample01.txt,file,OK,326,2025-09-22 12:09:21
lyrics_186,sample01_times.txt,file,OK,567,2025-09-22 12:09:23
lyrics_186,sample01_struct_time.json,file,OK,39,2025-09-22 12:09:24
lyrics_186,sample01_struct_label.json,file,OK,47,2025-09-22 12:09:24
lyrics_186,sample01.wav,file,OK,5024052,2025-09-22 12:09:38
lyrics_186,chord/chord_txt,dir,OK,1 files,
lyrics_186,chord/chord_btc_txt,dir,OK,1 files,
lyrics_187,sample01.mid,file,OK,1722,2025-09-22 12:10:34
lyrics_187,sample01.json,file,OK,34,2025-09-22 12:10:34
lyrics_187,sample01.txt,file,OK,321,2025-09-22 12:10:33
lyrics_187,sample01_times.txt,file,OK,562,2025-09-22 12:10:34
lyrics_187,sample01_struct_time.json,file,OK,39,2025-09-22 12:10:35
lyrics_187,sample01_struct_label.json,file,OK,47,2025-09-22 12:10:35
lyrics_187,sample01.wav,file,OK,5329360,2025-09-22 12:10:49
lyrics_187,chord/chord_txt,dir,OK,1 files,
lyrics_187,chord/chord_btc_txt,dir,OK,1 files,
lyrics_188,sample01.mid,file,OK,1713,2025-09-22 12:11:41
lyrics_188,sample01.json,file,OK,34,2025-09-22 12:11:41
lyrics_188,sample01.txt,file,OK,321,2025-09-22 12:11:40
lyrics_188,sample01_times.txt,file,OK,562,2025-09-22 12:11:41
lyrics_188,sample01_struct_time.json,file,OK,39,2025-09-22 12:11:42
lyrics_188,sample01_struct_label.json,file,OK,47,2025-09-22 12:11:42
lyrics_188,sample01.wav,file,OK,4667860,2025-09-22 12:11:56
lyrics_188,chord/chord_txt,dir,OK,1 files,
lyrics_188,chord/chord_btc_txt,dir,OK,1 files,
lyrics_189,sample01.mid,file,OK,1702,2025-09-22 12:12:45
lyrics_189,sample01.json,file,OK,34,2025-09-22 12:12:45
lyrics_189,sample01.txt,file,OK,321,2025-09-22 12:12:44
lyrics_189,sample01_times.txt,file,OK,562,2025-09-22 12:12:46
lyrics_189,sample01_struct_time.json,file,OK,37,2025-09-22 12:12:46
lyrics_189,sample01_struct_label.json,file,OK,47,2025-09-22 12:12:46
lyrics_189,sample01.wav,file,OK,4956206,2025-09-22 12:13:00
lyrics_189,chord/chord_txt,dir,OK,1 files,
lyrics_189,chord/chord_btc_txt,dir,OK,1 files,
lyrics_19,sample01.mid,file,OK,1844,2025-09-22 12:13:49
lyrics_19,sample01.json,file,OK,34,2025-09-22 12:13:49
lyrics_19,sample01.txt,file,OK,341,2025-09-22 12:13:48
lyrics_19,sample01_times.txt,file,OK,582,2025-09-22 12:13:50
lyrics_19,sample01_struct_time.json,file,OK,39,2025-09-22 12:13:51
lyrics_19,sample01_struct_label.json,file,OK,47,2025-09-22 12:13:51
lyrics_19,sample01.wav,file,OK,6669322,2025-09-22 12:14:04
lyrics_19,chord/chord_txt,dir,OK,1 files,
lyrics_19,chord/chord_btc_txt,dir,OK,1 files,
lyrics_190,sample01.mid,file,OK,1755,2025-09-22 12:14:58
lyrics_190,sample01.json,file,OK,34,2025-09-22 12:14:58
lyrics_190,sample01.txt,file,OK,325,2025-09-22 12:14:57
lyrics_190,sample01_times.txt,file,OK,566,2025-09-22 12:14:58
lyrics_190,sample01_struct_time.json,file,OK,39,2025-09-22 12:14:59
lyrics_190,sample01_struct_label.json,file,OK,47,2025-09-22 12:14:59
lyrics_190,sample01.wav,file,OK,4583052,2025-09-22 12:15:13
lyrics_190,chord/chord_txt,dir,OK,1 files,
lyrics_190,chord/chord_btc_txt,dir,OK,1 files,
lyrics_191,sample01.mid,file,OK,1704,2025-09-22 12:16:01
lyrics_191,sample01.json,file,OK,34,2025-09-22 12:16:01
lyrics_191,sample01.txt,file,OK,322,2025-09-22 12:16:01
lyrics_191,sample01_times.txt,file,OK,563,2025-09-22 12:16:02
lyrics_191,sample01_struct_time.json,file,OK,39,2025-09-22 12:16:03
lyrics_191,sample01_struct_label.json,file,OK,47,2025-09-22 12:16:03
lyrics_191,sample01.wav,file,OK,4464322,2025-09-22 12:16:17
lyrics_191,chord/chord_txt,dir,OK,1 files,
lyrics_191,chord/chord_btc_txt,dir,OK,1 files,
lyrics_192,sample01.mid,file,OK,1782,2025-09-22 12:17:06
lyrics_192,sample01.json,file,OK,34,2025-09-22 12:17:06
lyrics_192,sample01.txt,file,OK,327,2025-09-22 12:17:05
lyrics_192,sample01_times.txt,file,OK,568,2025-09-22 12:17:07
lyrics_192,sample01_struct_time.json,file,OK,39,2025-09-22 12:17:07
lyrics_192,sample01_struct_label.json,file,OK,47,2025-09-22 12:17:07
lyrics_192,sample01.wav,file,OK,4964686,2025-09-22 12:17:21
lyrics_192,chord/chord_txt,dir,OK,1 files,
lyrics_192,chord/chord_btc_txt,dir,OK,1 files,
lyrics_193,sample01.mid,file,OK,1695,2025-09-22 12:18:10
lyrics_193,sample01.json,file,OK,34,2025-09-22 12:18:10
lyrics_193,sample01.txt,file,OK,320,2025-09-22 12:18:09
lyrics_193,sample01_times.txt,file,OK,561,2025-09-22 12:18:10
lyrics_193,sample01_struct_time.json,file,OK,39,2025-09-22 12:18:11
lyrics_193,sample01_struct_label.json,file,OK,47,2025-09-22 12:18:11
lyrics_193,sample01.wav,file,OK,5214870,2025-09-22 12:18:25
lyrics_193,chord/chord_txt,dir,OK,1 files,
lyrics_193,chord/chord_btc_txt,dir,OK,1 files,
lyrics_194,sample01.mid,file,OK,1730,2025-09-22 12:19:14
lyrics_194,sample01.json,file,OK,34,2025-09-22 12:19:14
lyrics_194,sample01.txt,file,OK,323,2025-09-22 12:19:12
lyrics_194,sample01_times.txt,file,OK,564,2025-09-22 12:19:14
lyrics_194,sample01_struct_time.json,file,OK,39,2025-09-22 12:19:15
lyrics_194,sample01_struct_label.json,file,OK,47,2025-09-22 12:19:15
lyrics_194,sample01.wav,file,OK,5329360,2025-09-22 12:19:29
lyrics_194,chord/chord_txt,dir,OK,1 files,
lyrics_194,chord/chord_btc_txt,dir,OK,1 files,
lyrics_195,sample01.mid,file,OK,1779,2025-09-22 12:20:18
lyrics_195,sample01.json,file,OK,34,2025-09-22 12:20:18
lyrics_195,sample01.txt,file,OK,327,2025-09-22 12:20:17
lyrics_195,sample01_times.txt,file,OK,568,2025-09-22 12:20:18
lyrics_195,sample01_struct_time.json,file,OK,39,2025-09-22 12:20:19
lyrics_195,sample01_struct_label.json,file,OK,47,2025-09-22 12:20:19
lyrics_195,sample01.wav,file,OK,5727956,2025-09-22 12:20:33
lyrics_195,chord/chord_txt,dir,OK,1 files,
lyrics_195,chord/chord_btc_txt,dir,OK,1 files,
lyrics_196,sample01.mid,file,OK,1725,2025-09-22 12:21:21
lyrics_196,sample01.json,file,OK,34,2025-09-22 12:21:21
lyrics_196,sample01.txt,file,OK,323,2025-09-22 12:21:20
lyrics_196,sample01_times.txt,file,OK,564,2025-09-22 12:21:22
lyrics_196,sample01_struct_time.json,file,OK,39,2025-09-22 12:21:23
lyrics_196,sample01_struct_label.json,file,OK,47,2025-09-22 12:21:23
lyrics_196,sample01.wav,file,OK,4973168,2025-09-22 12:21:36
lyrics_196,chord/chord_txt,dir,OK,1 files,
lyrics_196,chord/chord_btc_txt,dir,OK,1 files,
lyrics_197,sample01.mid,file,OK,1768,2025-09-22 12:22:48
lyrics_197,sample01.json,file,OK,34,2025-09-22 12:22:48
lyrics_197,sample01.txt,file,OK,326,2025-09-22 12:22:47
lyrics_197,sample01_times.txt,file,OK,567,2025-09-22 12:22:49
lyrics_197,sample01_struct_time.json,file,OK,39,2025-09-22 12:22:49
lyrics_197,sample01_struct_label.json,file,OK,47,2025-09-22 12:22:49
lyrics_197,sample01.wav,file,OK,5320880,2025-09-22 12:23:04
lyrics_197,chord/chord_txt,dir,OK,1 files,
lyrics_197,chord/chord_btc_txt,dir,OK,1 files,
lyrics_198,sample01.mid,file,OK,1708,2025-09-22 12:23:53
lyrics_198,sample01.json,file,OK,34,2025-09-22 12:23:53
lyrics_198,sample01.txt,file,OK,321,2025-09-22 12:23:52
lyrics_198,sample01_times.txt,file,OK,562,2025-09-22 12:23:54
lyrics_198,sample01_struct_time.json,file,OK,39,2025-09-22 12:23:55
lyrics_198,sample01_struct_label.json,file,OK,47,2025-09-22 12:23:55
lyrics_198,sample01.wav,file,OK,4939244,2025-09-22 12:24:09
lyrics_198,chord/chord_txt,dir,OK,1 files,
lyrics_198,chord/chord_btc_txt,dir,OK,1 files,
lyrics_199,sample01.mid,file,OK,1705,2025-09-22 12:24:57
lyrics_199,sample01.json,file,OK,34,2025-09-22 12:24:57
lyrics_199,sample01.txt,file,OK,321,2025-09-22 12:24:56
lyrics_199,sample01_times.txt,file,OK,562,2025-09-22 12:24:58
lyrics_199,sample01_struct_time.json,file,OK,39,2025-09-22 12:24:59
lyrics_199,sample01_struct_label.json,file,OK,47,2025-09-22 12:24:59
lyrics_199,sample01.wav,file,OK,5380244,2025-09-22 12:25:13
lyrics_199,chord/chord_txt,dir,OK,1 files,
lyrics_199,chord/chord_btc_txt,dir,OK,1 files,
lyrics_2,sample01.mid,file,OK,1851,2025-09-22 12:26:04
lyrics_2,sample01.json,file,OK,34,2025-09-22 12:26:04
lyrics_2,sample01.txt,file,OK,345,2025-09-22 12:26:03
lyrics_2,sample01_times.txt,file,OK,586,2025-09-22 12:26:05
lyrics_2,sample01_struct_time.json,file,OK,39,2025-09-22 12:26:06
lyrics_2,sample01_struct_label.json,file,OK,47,2025-09-22 12:26:06
lyrics_2,sample01.wav,file,OK,5337840,2025-09-22 12:26:21
lyrics_2,chord/chord_txt,dir,OK,1 files,
lyrics_2,chord/chord_btc_txt,dir,OK,1 files,
lyrics_20,sample01.mid,file,OK,1882,2025-09-22 12:27:11
lyrics_20,sample01.json,file,OK,34,2025-09-22 12:27:11
lyrics_20,sample01.txt,file,OK,339,2025-09-22 12:27:10
lyrics_20,sample01_times.txt,file,OK,580,2025-09-22 12:27:11
lyrics_20,sample01_struct_time.json,file,OK,39,2025-09-22 12:27:12
lyrics_20,sample01_struct_label.json,file,OK,47,2025-09-22 12:27:12
lyrics_20,sample01.wav,file,OK,5993002,2025-09-22 12:27:26
lyrics_20,chord/chord_txt,dir,OK,1 files,
lyrics_20,chord/chord_btc_txt,dir,OK,1 files,
lyrics_21,sample01.mid,file,OK,1731,2025-09-22 12:28:16
lyrics_21,sample01.json,file,OK,34,2025-09-22 12:28:16
lyrics_21,sample01.txt,file,OK,330,2025-09-22 12:28:15
lyrics_21,sample01_times.txt,file,OK,571,2025-09-22 12:28:16
lyrics_21,sample01_struct_time.json,file,OK,39,2025-09-22 12:28:17
lyrics_21,sample01_struct_label.json,file,OK,47,2025-09-22 12:28:17
lyrics_21,sample01.wav,file,OK,5227590,2025-09-22 12:28:30
lyrics_21,chord/chord_txt,dir,OK,1 files,
lyrics_21,chord/chord_btc_txt,dir,OK,1 files,
lyrics_22,sample01.mid,file,OK,1890,2025-09-22 12:29:20
lyrics_22,sample01.json,file,OK,34,2025-09-22 12:29:20
lyrics_22,sample01.txt,file,OK,340,2025-09-22 12:29:18
lyrics_22,sample01_times.txt,file,OK,581,2025-09-22 12:29:20
lyrics_22,sample01_struct_time.json,file,OK,39,2025-09-22 12:29:21
lyrics_22,sample01_struct_label.json,file,OK,47,2025-09-22 12:29:21
lyrics_22,sample01.wav,file,OK,6048706,2025-09-22 12:29:35
lyrics_22,chord/chord_txt,dir,OK,1 files,
lyrics_22,chord/chord_btc_txt,dir,OK,1 files,
lyrics_23,sample01.mid,file,OK,1840,2025-09-22 12:30:25
lyrics_23,sample01.json,file,OK,34,2025-09-22 12:30:25
lyrics_23,sample01.txt,file,OK,334,2025-09-22 12:30:24
lyrics_23,sample01_times.txt,file,OK,575,2025-09-22 12:30:26
lyrics_23,sample01_struct_time.json,file,OK,39,2025-09-22 12:30:26
lyrics_23,sample01_struct_label.json,file,OK,47,2025-09-22 12:30:26
lyrics_23,sample01.wav,file,OK,5909444,2025-09-22 12:30:40
lyrics_23,chord/chord_txt,dir,OK,1 files,
lyrics_23,chord/chord_btc_txt,dir,OK,1 files,
lyrics_24,sample01.mid,file,OK,1845,2025-09-22 12:31:29
lyrics_24,sample01.json,file,OK,34,2025-09-22 12:31:29
lyrics_24,sample01.txt,file,OK,340,2025-09-22 12:31:28
lyrics_24,sample01_times.txt,file,OK,581,2025-09-22 12:31:30
lyrics_24,sample01_struct_time.json,file,OK,39,2025-09-22 12:31:30
lyrics_24,sample01_struct_label.json,file,OK,47,2025-09-22 12:31:30
lyrics_24,sample01.wav,file,OK,5744918,2025-09-22 12:31:44
lyrics_24,chord/chord_txt,dir,OK,1 files,
lyrics_24,chord/chord_btc_txt,dir,OK,1 files,
lyrics_25,sample01.mid,file,OK,2113,2025-09-22 12:32:35
lyrics_25,sample01.json,file,OK,34,2025-09-22 12:32:35
lyrics_25,sample01.txt,file,OK,352,2025-09-22 12:32:35
lyrics_25,sample01_times.txt,file,OK,593,2025-09-22 12:32:36
lyrics_25,sample01_struct_time.json,file,OK,50,2025-09-22 12:32:37
lyrics_25,sample01_struct_label.json,file,OK,58,2025-09-22 12:32:37
lyrics_25,sample01.wav,file,OK,11168364,2025-09-22 12:32:52
lyrics_25,chord/chord_txt,dir,OK,1 files,
lyrics_25,chord/chord_btc_txt,dir,OK,1 files,
lyrics_26,sample01.mid,file,OK,1809,2025-09-22 12:33:46
lyrics_26,sample01.json,file,OK,34,2025-09-22 12:33:46
lyrics_26,sample01.txt,file,OK,331,2025-09-22 12:33:45
lyrics_26,sample01_times.txt,file,OK,572,2025-09-22 12:33:46
lyrics_26,sample01_struct_time.json,file,OK,39,2025-09-22 12:33:47
lyrics_26,sample01_struct_label.json,file,OK,47,2025-09-22 12:33:47
lyrics_26,sample01.wav,file,OK,5630918,2025-09-22 12:34:01
lyrics_26,chord/chord_txt,dir,OK,1 files,
lyrics_26,chord/chord_btc_txt,dir,OK,1 files,
lyrics_27,sample01.mid,file,OK,1789,2025-09-22 12:34:49
lyrics_27,sample01.json,file,OK,34,2025-09-22 12:34:49
lyrics_27,sample01.txt,file,OK,331,2025-09-22 12:34:48
lyrics_27,sample01_times.txt,file,OK,572,2025-09-22 12:34:50
lyrics_27,sample01_struct_time.json,file,OK,39,2025-09-22 12:34:50
lyrics_27,sample01_struct_label.json,file,OK,47,2025-09-22 12:34:50
lyrics_27,sample01.wav,file,OK,5329360,2025-09-22 12:35:04
lyrics_27,chord/chord_txt,dir,OK,1 files,
lyrics_27,chord/chord_btc_txt,dir,OK,1 files,
lyrics_28,sample01.mid,file,OK,1770,2025-09-22 12:35:55
lyrics_28,sample01.json,file,OK,34,2025-09-22 12:35:55
lyrics_28,sample01.txt,file,OK,335,2025-09-22 12:35:54
lyrics_28,sample01_times.txt,file,OK,576,2025-09-22 12:35:56
lyrics_28,sample01_struct_time.json,file,OK,39,2025-09-22 12:35:57
lyrics_28,sample01_struct_label.json,file,OK,47,2025-09-22 12:35:57
lyrics_28,sample01.wav,file,OK,5532898,2025-09-22 12:36:10
lyrics_28,chord/chord_txt,dir,OK,1 files,
lyrics_28,chord/chord_btc_txt,dir,OK,1 files,
lyrics_29,sample01.mid,file,OK,1761,2025-09-22 12:36:59
lyrics_29,sample01.json,file,OK,34,2025-09-22 12:36:59
lyrics_29,sample01.txt,file,OK,326,2025-09-22 12:36:58
lyrics_29,sample01_times.txt,file,OK,567,2025-09-22 12:36:59
lyrics_29,sample01_struct_time.json,file,OK,39,2025-09-22 12:37:00
lyrics_29,sample01_struct_label.json,file,OK,47,2025-09-22 12:37:00
lyrics_29,sample01.wav,file,OK,4812032,2025-09-22 12:37:14
lyrics_29,chord/chord_txt,dir,OK,1 files,
lyrics_29,chord/chord_btc_txt,dir,OK,1 files,
lyrics_3,sample01.mid,file,OK,1958,2025-09-22 12:38:03
lyrics_3,sample01.json,file,OK,34,2025-09-22 12:38:03
lyrics_3,sample01.txt,file,OK,352,2025-09-22 12:38:02
lyrics_3,sample01_times.txt,file,OK,593,2025-09-22 12:38:04
lyrics_3,sample01_struct_time.json,file,OK,39,2025-09-22 12:38:05
lyrics_3,sample01_struct_label.json,file,OK,47,2025-09-22 12:38:05
lyrics_3,sample01.wav,file,OK,6494348,2025-09-22 12:38:19
lyrics_3,chord/chord_txt,dir,OK,1 files,
lyrics_3,chord/chord_btc_txt,dir,OK,1 files,
lyrics_30,sample01.mid,file,OK,1902,2025-09-22 12:39:08
lyrics_30,sample01.json,file,OK,34,2025-09-22 12:39:08
lyrics_30,sample01.txt,file,OK,342,2025-09-22 12:39:07
lyrics_30,sample01_times.txt,file,OK,583,2025-09-22 12:39:08
lyrics_30,sample01_struct_time.json,file,OK,37,2025-09-22 12:39:09
lyrics_30,sample01_struct_label.json,file,OK,47,2025-09-22 12:39:09
lyrics_30,sample01.wav,file,OK,6215822,2025-09-22 12:39:23
lyrics_30,chord/chord_txt,dir,OK,1 files,
lyrics_30,chord/chord_btc_txt,dir,OK,1 files,
lyrics_31,sample01.mid,file,OK,1749,2025-09-22 12:40:11
lyrics_31,sample01.json,file,OK,34,2025-09-22 12:40:11
lyrics_31,sample01.txt,file,OK,324,2025-09-22 12:40:10
lyrics_31,sample01_times.txt,file,OK,565,2025-09-22 12:40:12
lyrics_31,sample01_struct_time.json,file,OK,39,2025-09-22 12:40:13
lyrics_31,sample01_struct_label.json,file,OK,47,2025-09-22 12:40:13
lyrics_31,sample01.wav,file,OK,4515206,2025-09-22 12:40:27
lyrics_31,chord/chord_txt,dir,OK,1 files,
lyrics_31,chord/chord_btc_txt,dir,OK,1 files,
lyrics_32,sample01.mid,file,OK,1808,2025-09-22 12:41:16
lyrics_32,sample01.json,file,OK,34,2025-09-22 12:41:16
lyrics_32,sample01.txt,file,OK,330,2025-09-22 12:41:15
lyrics_32,sample01_times.txt,file,OK,571,2025-09-22 12:41:16
lyrics_32,sample01_struct_time.json,file,OK,39,2025-09-22 12:41:17
lyrics_32,sample01_struct_label.json,file,OK,47,2025-09-22 12:41:17
lyrics_32,sample01.wav,file,OK,5909444,2025-09-22 12:41:31
lyrics_32,chord/chord_txt,dir,OK,1 files,
lyrics_32,chord/chord_btc_txt,dir,OK,1 files,
lyrics_33,sample01.mid,file,OK,1948,2025-09-22 12:42:20
lyrics_33,sample01.json,file,OK,34,2025-09-22 12:42:20
lyrics_33,sample01.txt,file,OK,350,2025-09-22 12:42:19
lyrics_33,sample01_times.txt,file,OK,591,2025-09-22 12:42:21
lyrics_33,sample01_struct_time.json,file,OK,39,2025-09-22 12:42:22
lyrics_33,sample01_struct_label.json,file,OK,47,2025-09-22 12:42:22
lyrics_33,sample01.wav,file,OK,6243676,2025-09-22 12:42:36
lyrics_33,chord/chord_txt,dir,OK,1 files,
lyrics_33,chord/chord_btc_txt,dir,OK,1 files,
lyrics_34,sample01.mid,file,OK,1772,2025-09-22 12:43:25
lyrics_34,sample01.json,file,OK,34,2025-09-22 12:43:25
lyrics_34,sample01.txt,file,OK,333,2025-09-22 12:43:24
lyrics_34,sample01_times.txt,file,OK,574,2025-09-22 12:43:25
lyrics_34,sample01_struct_time.json,file,OK,37,2025-09-22 12:43:26
lyrics_34,sample01_struct_label.json,file,OK,47,2025-09-22 12:43:26
lyrics_34,sample01.wav,file,OK,4990130,2025-09-22 12:43:40
lyrics_34,chord/chord_txt,dir,OK,1 files,
lyrics_34,chord/chord_btc_txt,dir,OK,1 files,
lyrics_35,sample01.mid,file,OK,1785,2025-09-22 12:44:30
lyrics_35,sample01.json,file,OK,34,2025-09-22 12:44:30
lyrics_35,sample01.txt,file,OK,332,2025-09-22 12:44:29
lyrics_35,sample01_times.txt,file,OK,573,2025-09-22 12:44:31
lyrics_35,sample01_struct_time.json,file,OK,39,2025-09-22 12:44:31
lyrics_35,sample01_struct_label.json,file,OK,47,2025-09-22 12:44:31
lyrics_35,sample01.wav,file,OK,5074936,2025-09-22 12:44:45
lyrics_35,chord/chord_txt,dir,OK,1 files,
lyrics_35,chord/chord_btc_txt,dir,OK,1 files,
lyrics_36,sample01.mid,file,OK,1736,2025-09-22 12:45:33
lyrics_36,sample01.json,file,OK,34,2025-09-22 12:45:33
lyrics_36,sample01.txt,file,OK,333,2025-09-22 12:45:32
lyrics_36,sample01_times.txt,file,OK,574,2025-09-22 12:45:34
lyrics_36,sample01_struct_time.json,file,OK,39,2025-09-22 12:45:34
lyrics_36,sample01_struct_label.json,file,OK,47,2025-09-22 12:45:34
lyrics_36,sample01.wav,file,OK,4956206,2025-09-22 12:45:48
lyrics_36,chord/chord_txt,dir,OK,1 files,
lyrics_36,chord/chord_btc_txt,dir,OK,1 files,
lyrics_37,sample01.mid,file,OK,1782,2025-09-22 12:46:40
lyrics_37,sample01.json,file,OK,34,2025-09-22 12:46:40
lyrics_37,sample01.txt,file,OK,335,2025-09-22 12:46:39
lyrics_37,sample01_times.txt,file,OK,576,2025-09-22 12:46:41
lyrics_37,sample01_struct_time.json,file,OK,39,2025-09-22 12:46:42
lyrics_37,sample01_struct_label.json,file,OK,47,2025-09-22 12:46:42
lyrics_37,sample01.wav,file,OK,5244552,2025-09-22 12:46:56
lyrics_37,chord/chord_txt,dir,OK,1 files,
lyrics_37,chord/chord_btc_txt,dir,OK,1 files,
lyrics_38,sample01.mid,file,OK,1772,2025-09-22 12:47:45
lyrics_38,sample01.json,file,OK,34,2025-09-22 12:47:45
lyrics_38,sample01.txt,file,OK,333,2025-09-22 12:47:44
lyrics_38,sample01_times.txt,file,OK,574,2025-09-22 12:47:46
lyrics_38,sample01_struct_time.json,file,OK,37,2025-09-22 12:47:46
lyrics_38,sample01_struct_label.json,file,OK,47,2025-09-22 12:47:46
lyrics_38,sample01.wav,file,OK,5210630,2025-09-22 12:48:01
lyrics_38,chord/chord_txt,dir,OK,1 files,
lyrics_38,chord/chord_btc_txt,dir,OK,1 files,
lyrics_39,sample01.mid,file,OK,1899,2025-09-22 12:48:52
lyrics_39,sample01.json,file,OK,35,2025-09-22 12:48:52
lyrics_39,sample01.txt,file,OK,345,2025-09-22 12:48:51
lyrics_39,sample01_times.txt,file,OK,586,2025-09-22 12:48:52
lyrics_39,sample01_struct_time.json,file,OK,38,2025-09-22 12:48:53
lyrics_39,sample01_struct_label.json,file,OK,47,2025-09-22 12:48:53
lyrics_39,sample01.wav,file,OK,4361038,2025-09-22 12:49:07
lyrics_39,chord/chord_txt,dir,OK,1 files,
lyrics_39,chord/chord_btc_txt,dir,OK,1 files,
lyrics_4,sample01.mid,file,OK,1899,2025-09-22 12:49:57
lyrics_4,sample01.json,file,OK,34,2025-09-22 12:49:57
lyrics_4,sample01.txt,file,OK,342,2025-09-22 12:49:56
lyrics_4,sample01_times.txt,file,OK,583,2025-09-22 12:49:58
lyrics_4,sample01_struct_time.json,file,OK,39,2025-09-22 12:49:59
lyrics_4,sample01_struct_label.json,file,OK,47,2025-09-22 12:49:59
lyrics_4,sample01.wav,file,OK,5993002,2025-09-22 12:50:14
lyrics_4,chord/chord_txt,dir,OK,1 files,
lyrics_4,chord/chord_btc_txt,dir,OK,1 files,
lyrics_40,sample01.mid,file,OK,1885,2025-09-22 12:51:03
lyrics_40,sample01.json,file,OK,34,2025-09-22 12:51:03
lyrics_40,sample01.txt,file,OK,337,2025-09-22 12:51:02
lyrics_40,sample01_times.txt,file,OK,578,2025-09-22 12:51:04
lyrics_40,sample01_struct_time.json,file,OK,39,2025-09-22 12:51:04
lyrics_40,sample01_struct_label.json,file,OK,47,2025-09-22 12:51:04
lyrics_40,sample01.wav,file,OK,6076560,2025-09-22 12:51:19
lyrics_40,chord/chord_txt,dir,OK,1 files,
lyrics_40,chord/chord_btc_txt,dir,OK,1 files,
